user_id,age,monthly_spend,plan_tier,is_active,email,first_name,last_name,gender,country,state_province,city,primary_device,subscription_start_date,created_at
user_02719,30.0,2.98,3,0,ashleyvelez@example.com,Colin,Morgan,Female,Canada,Ontario,Smithfurt,Gaming Console,2024-11-28,2025-02-01 01:44:07.495298
user_02720,24.0,2.39,2,0,walkerbianca@example.com,Stacy,Clayton,Other,USA,New Jersey,Lake Bailey,Gaming Console,2024-10-25,2022-10-14 01:21:04.039358
user_02721,45.0,1.89,3,1,lewispeggy@example.net,Shawn,Doyle,,USA,Indiana,New Josefurt,Mobile,2025-05-13,2024-11-29 13:26:22.291765
user_02722,39.0,29.01,2,0,qcarpenter@example.net,Wendy,Booker,Male,USA,Pennsylvania,Banksstad,Mobile,2024-06-11,2025-05-30 17:46:15.916122
user_02723,47.0,3.78,3,0,zrichards@example.org,Devin,Hill,Male,Canada,British Columbia,Ginaport,Smart TV,2023-12-08,2024-10-19 15:49:57.101571
user_02724,40.0,21.94,4,1,terri49@example.org,Eric,Wilson,Female,Canada,Newfoundland and Labrador,Gallagherview,Mobile,2023-02-16,2025-02-28 00:42:25.147365
user_02725,37.0,20.02,1,0,tammyrodriguez@example.net,James,Barnett,Female,USA,North Carolina,West Scott,Desktop,2023-12-12,2022-09-06 07:36:51.344505
user_02726,27.0,10.65,3,1,amber85@example.org,Joe,Garcia,Male,USA,Missouri,Jaredmouth,Desktop,2025-06-24,2024-07-15 11:52:50.021745
user_02727,48.0,10.76,3,0,wendy17@example.org,Patricia,Hall,Prefer not to say,USA,New Jersey,Joseland,Desktop,2025-03-14,2023-04-26 10:46:28.050777
user_02728,28.0,20.69,2,1,kevin76@example.net,Hannah,Johnson,Male,USA,Wisconsin,Matthewside,Desktop,2023-02-08,2023-08-17 19:35:08.019897
user_02729,59.0,13.48,1,0,rberry@example.org,Ronald,Wood,Female,Canada,Ontario,North Samantha,Laptop,2023-05-01,2023-08-09 04:53:51.206950
user_02730,30.0,984.45,2,1,samanthaburch@example.org,Robert,Allison,Male,Canada,Nova Scotia,Garciatown,Smart TV,2023-05-27,2023-12-12 01:49:12.326706
user_02731,33.0,4.98,3,0,ygoodwin@example.net,Patrick,Martinez,,USA,Indiana,Smithstad,Smart TV,2024-12-30,2022-11-29 10:15:11.635039
user_02732,33.0,6.33,3,1,alvaradopaul@example.com,Vanessa,Griffin,Male,USA,Texas,West Christopherchester,Gaming Console,2024-06-03,2024-06-07 21:09:30.971008
user_02733,30.0,12.75,1,0,joneal@example.net,Lawrence,Vaughn,Male,USA,Wisconsin,Alexisville,Laptop,2024-07-01,2023-04-30 10:53:31.289607
user_02734,21.0,13.48,3,0,uvillegas@example.org,Peter,Hamilton,Male,Canada,Saskatchewan,New Megan,Smart TV,2022-09-24,2022-12-18 19:16:08.666909
user_02735,38.0,12.45,1,0,wrogers@example.com,Lori,Perkins,Female,USA,Illinois,Davidton,Mobile,2023-10-05,2024-08-14 02:49:44.757751
user_02736,57.0,8.07,2,1,williamlucas@example.org,James,Hernandez,Male,Canada,Alberta,Huntport,Desktop,2025-05-21,2024-06-09 18:41:44.305055
user_02741,28.0,10.59,3,0,jthomas@example.net,Troy,Parker,Other,Canada,Saskatchewan,Lake Elizabeth,Mobile,2024-06-29,2025-07-24 19:44:38.155295
user_02742,27.0,2.19,2,0,michealmccall@example.com,Sarah,Williams,Female,Canada,Ontario,Hudsonfort,Smart TV,2022-10-25,2024-05-02 15:11:34.782454
user_02743,26.0,2.2,1,0,katie19@example.com,Tony,Ramirez,Female,USA,Indiana,West Jessicaview,Gaming Console,2024-09-20,2024-01-31 20:40:56.283771
user_02744,27.0,1.85,4,1,donaldmatthews@example.com,Katherine,Montgomery,Male,USA,Michigan,New Haley,Mobile,2022-10-11,2023-07-02 00:07:53.524301
user_02745,50.0,0.62,3,0,kthompson@example.org,Yvette,Martinez,Male,Canada,Ontario,Lake Christine,Laptop,2024-06-04,2023-08-16 00:28:02.095835
user_02746,32.0,14.71,2,0,nicholas84@example.com,Makayla,Gonzalez,Male,USA,Massachusetts,Nicolechester,Tablet,2022-10-13,2023-03-18 01:52:19.878467
user_02748,48.0,4.69,3,1,sara17@example.net,Jodi,Harris,Male,USA,Michigan,Port Jademouth,Mobile,2024-03-23,2025-01-30 16:09:41.445786
user_02749,24.0,3.91,2,0,christopherreyes@example.org,Elizabeth,Nixon,Female,USA,Florida,Murrayhaven,Laptop,2024-08-10,2024-03-21 04:07:44.626366
user_02750,45.0,20.19,2,1,sarayoung@example.net,Paige,Browning,Female,USA,Massachusetts,Shannonmouth,Smart TV,2024-12-06,2023-07-08 07:34:00.411250
user_02751,27.0,45.81,3,0,obrienerin@example.com,Renee,Benson,Prefer not to say,USA,Tennessee,New Tina,Desktop,2023-01-27,2024-07-30 03:34:26.696758
user_02752,29.0,13.48,3,0,tammy20@example.org,Thomas,Dean,Female,Canada,British Columbia,Alejandroton,Gaming Console,2024-07-19,2024-11-20 14:27:47.444705
user_02752,29.0,13.48,3,0,tammy20@example.org,Thomas,Dean,Female,Canada,British Columbia,Alejandroton,Gaming Console,2024-07-19,2024-11-20 14:27:47.444705
user_02753,63.0,13.48,2,1,ngilbert@example.com,Barbara,Johnson,,Canada,Prince Edward Island,East Jason,Desktop,2023-12-02,2025-01-17 14:25:48.044001
user_02754,21.0,8.49,3,0,trevinoheather@example.net,Peter,Young,Male,USA,Florida,Jennyburgh,Desktop,2022-10-21,2025-07-14 01:30:56.067554
user_02755,22.0,11.77,3,0,kevin48@example.com,Brooke,Griffin,Other,Canada,Saskatchewan,Danielside,Mobile,2022-08-17,2024-08-15 12:59:19.647300
user_02755,22.0,11.77,3,0,kevin48@example.com,Brooke,Griffin,Other,Canada,Saskatchewan,Danielside,Mobile,2022-08-17,2024-08-15 12:59:19.647300
user_02756,37.0,15.33,1,0,sharpshannon@example.com,Dennis,Goodman,Female,Canada,Nova Scotia,North Susanborough,Smart TV,2022-08-08,2022-11-27 00:39:34.070946
user_02757,34.0,6.7,1,0,danielleanderson@example.org,Vanessa,Jackson,Male,USA,Florida,Murphystad,Mobile,2023-01-19,2023-12-23 17:25:48.394260
user_02758,38.0,55.16,3,0,bfarmer@example.net,Jared,Robles,Male,USA,Arizona,Dalefurt,Desktop,2023-11-23,2022-12-10 10:51:46.314148
user_02759,57.0,20.37,2,0,kmitchell@example.org,Jason,Ray,Female,Canada,British Columbia,Lake Cindy,Tablet,2025-06-21,2023-10-12 21:43:58.021413
user_02760,34.0,7.32,2,0,carlaswanson@example.net,Brandy,Golden,Male,USA,North Carolina,Vernonborough,Desktop,2023-11-13,2024-11-07 15:40:51.457729
user_02761,30.0,17.1,1,0,susan48@example.com,Renee,Kim,Male,USA,Michigan,Ericafort,Mobile,2023-07-20,2025-03-04 02:39:12.978626
user_02762,35.0,9.68,3,0,umarshall@example.net,Sandra,Jones,Female,USA,Pennsylvania,West Christinamouth,Desktop,2024-02-04,2023-07-09 04:32:34.689095
user_02763,23.0,8.91,2,0,nbaker@example.com,Brandon,Glover,,USA,Pennsylvania,Russelltown,Tablet,2023-03-31,2024-02-06 21:28:46.327137
user_02764,41.0,16.49,2,1,curtis27@example.com,Michele,Johnson,Female,Canada,Saskatchewan,West Gregory,Gaming Console,2024-11-18,2024-04-08 20:30:26.197918
user_02765,35.0,19.7,1,0,joseph62@example.com,John,Eaton,Male,Canada,Saskatchewan,Bakerfort,Gaming Console,2023-07-13,2022-12-25 05:11:53.927541
user_02766,41.0,6.82,3,1,mike89@example.org,Jeffrey,Rivera,Female,USA,Illinois,South Brittanybury,Desktop,2025-05-08,2023-01-06 22:13:17.925831
user_02768,29.0,0.41,1,0,cunninghamchelsey@example.org,Leonard,Campbell,Other,Canada,Manitoba,Reidville,Smart TV,2025-04-14,2022-10-09 13:30:25.010898
user_02769,35.0,13.48,3,1,hrichardson@example.org,Rhonda,Howard,Male,USA,California,North Allen,Tablet,2023-01-27,2025-01-10 14:19:05.956369
user_02770,29.0,8.71,1,1,kflores@example.org,Amy,Nguyen,Male,Canada,Quebec,Lancemouth,Mobile,2024-05-27,2023-12-17 22:02:48.269958
user_02771,28.0,31.74,4,0,cjarvis@example.net,Diane,Benitez,Female,USA,California,Lake Rodneyview,Gaming Console,2023-03-21,2025-01-13 11:28:47.465070
user_02772,37.0,5.62,2,0,kristin83@example.com,Tiffany,Chapman,Female,USA,Arizona,South Steven,Desktop,2024-08-30,2025-03-31 02:14:55.173675
user_02773,51.0,17.61,3,1,hooverpaul@example.net,Carly,Tanner,Female,USA,Washington,Colemantown,Smart TV,2023-02-04,2023-08-26 02:02:22.577121
user_02774,51.0,48.7,3,1,anthonyhanson@example.com,Victoria,Silva,Male,Canada,New Brunswick,Harrisview,Smart TV,2025-03-24,2025-05-15 02:56:27.802648
user_02775,36.0,28.95,1,1,jameshoward@example.net,Brittany,Sanchez,Female,Canada,Newfoundland and Labrador,Harrellville,Desktop,2024-06-22,2022-12-12 13:00:02.624439
user_02777,35.0,9.02,3,0,vallen@example.net,Katherine,Skinner,Male,Canada,Nova Scotia,Lake Stacey,Desktop,2024-10-17,2023-02-17 10:47:57.773070
user_02778,53.0,23.65,2,0,julian43@example.com,Cassandra,Perry,Female,Canada,Prince Edward Island,Thomaston,Tablet,2025-07-02,2025-07-24 14:49:25.239848
user_02778,53.0,23.65,2,0,julian43@example.com,Cassandra,Perry,Female,Canada,Prince Edward Island,Thomaston,Tablet,2025-07-02,2025-07-24 14:49:25.239848
user_02779,37.0,17.22,2,0,warnermichelle@example.org,Frank,Hubbard,Male,USA,Arizona,Lake Davidbury,Mobile,2023-04-20,2024-08-12 17:43:30.951943
user_02780,40.0,21.32,4,1,austin05@example.net,Audrey,Mann,Female,USA,New Jersey,Walkerbury,Tablet,2024-02-23,2023-10-24 16:17:02.750320
user_02781,33.0,19.05,1,0,brandonfuller@example.com,Christie,Jensen,Male,USA,Arizona,Richardland,Mobile,2023-09-28,2022-08-12 14:15:27.637979
user_02782,52.0,4.7,4,0,gmartin@example.org,Madeline,Smith,Female,USA,Illinois,Mitchellmouth,Desktop,2023-10-02,2022-12-08 11:18:53.057635
user_02783,27.0,7.88,2,0,bradley11@example.org,Jonathan,Weaver,Female,Canada,Alberta,New Davidshire,Tablet,2025-02-09,2024-02-11 12:01:19.846514
user_02786,30.0,29.62,3,0,loganwarner@example.net,Kenneth,Hancock,Female,USA,Texas,West Johnland,Laptop,2025-05-15,2023-01-20 04:29:25.906246
user_02787,39.0,60.46,2,1,walkersamuel@example.net,Matthew,Gilbert,Female,USA,Wisconsin,Webbberg,Tablet,2024-10-18,2023-05-05 11:45:23.522563
user_02788,42.0,11.34,3,1,jonathanmartin@example.com,Jennifer,Hill,Female,USA,New York,West Thomas,Mobile,2023-04-10,2025-04-30 06:57:37.578268
user_02789,29.0,15.18,3,0,eevans@example.net,Michael,Williams,Female,USA,New Jersey,Youngbury,Tablet,2025-05-26,2023-04-07 19:52:29.197110
user_02790,23.0,6.65,4,1,collinsmith@example.com,Tammy,Diaz,Male,USA,Texas,Raymondburgh,Tablet,2024-03-02,2024-12-26 18:05:37.846353
user_02791,40.0,16.09,2,0,acostaangela@example.com,Allison,Lloyd,Female,USA,Florida,New David,Mobile,2023-06-10,2023-10-28 05:17:27.688175
user_02792,25.0,14.3,1,1,dianechapman@example.net,Matthew,Gonzalez,Female,Canada,Quebec,Josephmouth,Smart TV,2024-06-17,2022-09-27 09:20:18.374747
user_02793,43.0,13.48,2,0,kellyhill@example.org,Michelle,Becker,Male,USA,Michigan,North Nicholas,Desktop,2022-12-26,2022-08-07 05:36:38.264262
user_02795,37.0,6.34,2,1,carrollwesley@example.net,Thomas,Davies,Female,USA,Wisconsin,Gregoryton,Mobile,2023-09-26,2023-08-27 18:38:56.765538
user_02796,45.0,5.91,1,1,daviskim@example.com,William,Rodriguez,Female,USA,Missouri,Melissaton,Gaming Console,2025-03-22,2022-09-29 18:00:24.448590
user_02797,44.0,13.48,3,1,teresa27@example.com,Brian,Walker,Male,USA,Massachusetts,West Megan,Tablet,2022-11-10,2022-08-24 06:29:28.974869
user_02798,36.0,25.46,4,0,wchristensen@example.com,John,Chaney,,USA,New York,Miamouth,Laptop,2024-10-26,2024-12-28 18:14:40.592699
user_02799,41.0,9.52,4,0,glennjeremy@example.org,Daniel,Herrera,Female,USA,Ohio,Leefort,Tablet,2023-07-29,2022-11-13 09:06:01.562429
user_02800,19.0,1.82,4,0,stephaniecortez@example.org,Oscar,Alexander,Female,USA,North Carolina,South Kimberlyport,Mobile,2024-08-12,2025-03-06 12:30:10.951487
user_02802,45.0,13.48,3,0,michaeladkins@example.com,Marissa,Alexander,Female,USA,California,Colemanfurt,Smart TV,2023-02-01,2023-10-04 05:26:21.781018
user_02803,37.0,20.12,2,1,dawn90@example.com,Wanda,Case,Male,USA,Texas,Jenniferburgh,Laptop,2023-08-31,2023-05-15 18:02:09.143539
user_02804,18.0,28.2,2,1,keith78@example.org,Joseph,Miller,Male,USA,Maryland,Lake Deborahport,Tablet,2025-04-28,2022-10-17 18:41:52.702353
user_02805,27.0,4.69,3,0,martineznorman@example.com,Pamela,Lopez,Male,USA,Michigan,Port Judymouth,Laptop,2025-01-07,2022-08-08 08:43:52.138468
user_02806,22.0,12.01,2,0,rhodesjose@example.net,Cheryl,Padilla,Male,Canada,Newfoundland and Labrador,New Lindabury,Tablet,2024-03-01,2025-04-06 21:43:54.888092
user_02807,33.0,1.54,2,1,qgreen@example.net,Nathan,Andrews,Other,USA,Pennsylvania,Deanport,Laptop,2024-06-24,2024-10-12 06:43:51.267405
user_02808,42.0,19.69,2,0,patrickjackson@example.com,Richard,Richards,,Canada,Manitoba,Bryanmouth,Desktop,2025-04-22,2025-05-14 03:41:41.467583
user_02809,35.0,31.09,2,1,brianhunt@example.com,Amy,Richmond,Female,USA,North Carolina,Danielbury,Desktop,2024-12-29,2024-01-13 13:49:22.092581
user_02810,46.0,5.95,3,0,nrogers@example.com,Andrew,Ramsey,Female,USA,Georgia,Leeland,Smart TV,2023-08-21,2023-09-08 08:42:53.764386
user_02812,47.0,36.9,3,1,ronaldmurphy@example.org,Ashley,Hernandez,,Canada,New Brunswick,North Susanmouth,Gaming Console,2025-01-30,2024-11-02 07:43:18.400628
user_02813,39.0,341.82,2,1,harveycraig@example.com,Martha,Arnold,Female,USA,New Jersey,South Javier,Mobile,2025-07-05,2023-12-06 07:55:12.638568
user_02814,58.0,14.0,2,1,dcollins@example.org,Allen,Walsh,Male,USA,Michigan,Cartertown,Tablet,2022-10-01,2022-12-25 23:54:23.869347
user_02815,17.0,7.74,1,1,emanning@example.net,Nicholas,Rose,Other,USA,Arizona,Port Shawn,Gaming Console,2024-01-31,2022-11-20 21:37:03.987087
user_02816,94.0,19.29,1,1,davidwilson@example.net,Anita,Sawyer,Male,USA,New York,Codyton,Laptop,2025-05-09,2024-11-14 07:38:29.188906
user_02817,37.0,60.41,1,1,yknight@example.com,Adam,Moon,,USA,Virginia,Cameronton,Smart TV,2023-06-06,2022-10-29 00:33:27.548558
user_02818,41.0,8.25,2,1,maryhansen@example.net,Michael,Scott,Male,USA,Michigan,Williamfurt,Laptop,2023-11-19,2022-11-30 00:12:13.548941
user_02819,43.0,13.48,2,1,dilloneric@example.com,Melissa,Stewart,Male,Canada,Saskatchewan,Lake Joshua,Gaming Console,2025-04-15,2025-02-13 09:26:44.514261
user_02820,29.0,30.71,1,0,martha48@example.org,Heather,Williamson,Male,USA,New York,East Kellyview,Gaming Console,2023-11-04,2025-06-25 06:42:26.029603
user_02821,16.0,14.19,2,0,darrellford@example.com,Wesley,Hahn,Other,USA,Tennessee,North Eric,Mobile,2022-11-08,2024-06-07 14:35:50.309183
user_02822,44.0,0.53,3,0,youngkimberly@example.com,Ronald,Ramirez,Male,USA,Michigan,New Julie,Desktop,2024-01-30,2024-06-06 20:58:30.786630
user_02823,35.0,8.3,3,1,cheryl30@example.net,Robert,Todd,Male,USA,Washington,New Nicholas,Tablet,2025-06-05,2025-06-04 01:02:40.406007
user_02824,57.0,3.21,3,1,meadowsdana@example.com,David,Evans,Female,Canada,Alberta,Vanessamouth,Tablet,2024-10-13,2023-08-15 04:29:29.740993
user_02825,56.0,12.67,1,0,sanchezlisa@example.net,Daniel,Scott,Male,Canada,Newfoundland and Labrador,Lake Megan,Laptop,2024-11-22,2025-05-26 01:42:07.308494
user_02826,36.0,13.48,2,0,bsaunders@example.com,Katelyn,Anderson,Male,USA,Missouri,Tinaport,Desktop,2024-06-20,2023-02-26 06:38:00.306160
user_02827,26.0,7.48,1,0,moorecraig@example.com,Paul,Sherman,Male,USA,Ohio,Rachelborough,Gaming Console,2025-07-14,2022-12-30 13:57:53.797074
user_02828,31.0,18.59,1,0,kristine53@example.org,Paul,Odom,Female,USA,Washington,Kayleestad,Desktop,2024-05-25,2024-07-31 05:15:39.125329
user_02829,30.0,6.51,3,1,rodriguezjesse@example.net,Danielle,Sparks,Male,USA,New York,Emilyfort,Mobile,2022-11-18,2025-03-20 15:09:29.088156
user_02830,53.0,7.67,3,1,kellykelsey@example.org,Mary,Jones,Male,USA,Washington,Ethanland,Laptop,2023-08-29,2025-03-19 03:49:06.618749
user_02831,22.0,13.48,4,0,benjamin16@example.org,Nicole,Johnson,Male,USA,New York,North Monica,Tablet,2022-10-11,2022-10-10 03:17:36.825675
user_02832,29.0,6.85,2,0,jeffrey02@example.com,Jeffrey,Byrd,Male,Canada,Prince Edward Island,Knightberg,Tablet,2024-07-06,2024-03-31 16:06:04.184599
user_02833,32.0,11.19,1,1,kboyer@example.com,Robert,Neal,Female,Canada,Ontario,West Johnton,Mobile,2023-08-09,2025-07-25 13:47:32.804084
user_02834,69.0,17.95,2,1,adamstiffany@example.org,Jennifer,Anderson,Female,USA,Virginia,Port Nicholasview,Gaming Console,2025-04-01,2025-05-29 14:16:36.009789
user_02835,38.0,13.48,3,0,gutierrezkevin@example.net,Hannah,Odonnell,Female,USA,Virginia,Amandafort,Desktop,2023-04-28,2024-01-20 09:44:13.283625
user_02836,46.0,1.42,3,1,laurafry@example.com,Denise,Montoya,Female,USA,Michigan,East Sara,Desktop,2023-08-09,2022-08-31 23:25:40.274063
user_02838,41.0,8.76,3,0,vmahoney@example.com,Melissa,Young,Male,USA,Virginia,Lake Mary,Gaming Console,2024-10-27,2024-07-20 01:25:44.147313
user_02839,25.0,13.48,3,0,brookevalencia@example.org,Richard,Gibson,Male,Canada,Newfoundland and Labrador,North Gregory,Desktop,2023-01-22,2024-03-06 17:12:28.569516
user_02840,27.0,16.0,3,0,martinezyvonne@example.net,Bryan,Martinez,Other,USA,Wisconsin,West Angela,Laptop,2023-01-04,2025-01-31 01:06:04.068390
user_02842,18.0,4.63,2,0,sloankrista@example.com,Mark,Griffith,Female,USA,Wisconsin,New Roger,Tablet,2023-03-08,2025-02-25 14:30:09.485432
user_02843,34.0,19.57,3,0,saundersaaron@example.net,Sarah,Guerrero,,USA,New York,Ericfort,Smart TV,2023-07-30,2023-04-03 13:48:19.165172
user_02844,49.0,9.58,3,1,brandonlawrence@example.net,Barry,Bennett,Male,USA,Wisconsin,Lake Amy,Laptop,2024-02-20,2023-06-18 06:20:20.909839
user_02845,28.0,15.09,2,0,lorraine33@example.org,Christopher,Sherman,Male,USA,Texas,Tamaraburgh,Tablet,2024-10-30,2022-11-19 23:13:47.757118
user_02846,42.0,13.48,3,0,qmoran@example.org,Karen,Wright,Male,Canada,Saskatchewan,Jodiside,Smart TV,2025-03-09,2024-05-15 16:32:10.799088
user_02848,79.0,15.3,4,1,smithdebbie@example.com,Joann,Mora,Male,USA,Texas,Rachelstad,Laptop,2024-02-02,2023-10-16 20:46:17.010740
user_02849,24.0,18.42,3,0,nicolewalker@example.org,James,Bryant,Female,USA,Virginia,Wattsfurt,Laptop,2025-03-17,2025-08-02 09:09:33.569795
user_02850,44.0,8.53,3,1,andrew66@example.com,Sharon,Smith,,USA,Virginia,South Christopher,Laptop,2023-11-06,2023-09-15 04:10:25.963738
user_02851,44.0,22.24,1,0,paulspence@example.com,Michelle,Brown,Female,Canada,Alberta,Lake Karenview,Tablet,2024-04-16,2024-02-18 03:27:40.252108
user_02852,44.0,817.54,3,1,brandy60@example.org,Nicole,Smith,Male,USA,New York,South Crystalhaven,Gaming Console,2024-05-12,2024-01-07 11:03:18.598126
user_02853,23.0,13.48,2,1,angelicachase@example.net,Nancy,Davis,Female,Canada,Ontario,North Melanieland,Mobile,2024-10-17,2023-11-07 08:24:12.314253
user_02854,35.0,7.25,3,0,dixontammy@example.com,Gabriela,Curry,,Canada,Saskatchewan,Andersonland,Mobile,2022-12-21,2023-02-03 05:05:22.361134
user_02855,29.0,15.34,2,0,vbrennan@example.net,Tony,Harris,Male,USA,New Jersey,Port Christinamouth,Desktop,2024-04-17,2023-04-22 06:21:14.896680
user_02856,55.0,7.92,2,1,brhodes@example.org,Matthew,Farley,Female,USA,North Carolina,Bryanhaven,Tablet,2023-07-19,2024-06-19 00:53:17.305359
user_02856,55.0,7.92,2,1,brhodes@example.org,Matthew,Farley,Female,USA,North Carolina,Bryanhaven,Tablet,2023-07-19,2024-06-19 00:53:17.305359
user_02857,43.0,10.6,2,0,reyescaitlyn@example.com,Taylor,King,Male,Canada,Nova Scotia,Jacksonland,Smart TV,2023-06-12,2024-12-09 08:20:54.302370
user_02858,29.0,20.9,3,0,jamesmorales@example.net,Larry,Singleton,Male,Canada,Alberta,Seanport,Tablet,2024-09-07,2024-09-17 18:47:19.509097
user_02859,40.0,11.15,3,0,robertsonpamela@example.com,Christina,Rodriguez,Female,USA,Maryland,Rebeccahaven,Gaming Console,2025-06-17,2025-01-19 02:39:18.303333
user_02860,43.0,12.89,1,0,robinsoncameron@example.org,Kyle,Brooks,Male,USA,Washington,Heathershire,Desktop,2024-08-26,2024-03-22 19:12:18.309003
user_02861,28.0,7.18,3,1,timothy71@example.org,Christopher,Garner,Male,USA,Indiana,Michelleland,Desktop,2023-11-09,2025-01-25 05:47:32.696022
user_02862,40.0,5.98,2,0,yfisher@example.com,Kathy,Mcdowell,Male,Canada,Alberta,Port Joelbury,Laptop,2025-07-09,2025-02-24 20:47:31.354101
user_02863,43.0,16.9,1,0,gscott@example.org,James,Winters,Male,USA,Ohio,Lake Brian,Tablet,2023-03-28,2022-09-10 14:39:15.248435
user_02864,18.0,20.21,2,0,jillian82@example.com,Samantha,Gonzalez,Female,USA,Wisconsin,East Christophertown,Tablet,2023-10-11,2025-04-16 11:08:46.232062
user_02865,39.0,57.0,3,1,kirbywalter@example.com,William,Moran,Female,Canada,Saskatchewan,Michaelhaven,Desktop,2024-06-10,2023-12-25 20:18:48.433820
user_02866,48.0,9.13,2,1,garciamorgan@example.org,Samantha,Butler,Male,Canada,Ontario,Chapmanburgh,Desktop,2024-07-01,2022-11-16 17:38:36.646064
user_02867,32.0,945.47,2,1,kathleenlambert@example.com,Abigail,Weaver,Female,Canada,New Brunswick,North Andrew,Desktop,2025-05-30,2022-10-08 07:54:14.412052
user_02868,55.0,20.16,3,1,humphreyruth@example.com,Colin,Williams,Female,Canada,New Brunswick,Brooksville,Desktop,2023-03-26,2025-02-07 13:11:29.633476
user_02869,32.0,18.43,1,0,thomas03@example.net,Michelle,Chaney,Female,USA,Tennessee,Port Jennifer,Tablet,2022-09-29,2023-03-16 19:08:23.085920
user_02870,36.0,10.22,3,1,jross@example.net,Robert,Hernandez,Female,USA,Maryland,Kevinmouth,Desktop,2024-11-01,2024-10-01 08:49:11.283513
user_02871,30.0,9.39,4,1,joyce83@example.net,Angela,Sanchez,Male,Canada,Ontario,Port Traci,Laptop,2022-09-05,2024-04-26 06:38:23.690187
user_02873,17.0,9.32,2,0,larrycarter@example.net,David,Pitts,Prefer not to say,Canada,Manitoba,Port Charles,Tablet,2024-12-07,2024-05-27 13:49:34.073631
user_02874,26.0,68.52,2,0,suzannemay@example.org,Austin,Simpson,Male,USA,Maryland,Amberberg,Laptop,2024-09-16,2025-04-18 10:00:08.125193
user_02875,67.0,612.58,2,1,dennistracy@example.net,Joel,Thomas,Female,USA,Ohio,Brendaland,Smart TV,2024-09-06,2022-11-11 22:44:30.656060
user_02876,28.0,14.56,2,0,fjackson@example.com,Todd,Stewart,Female,USA,New York,Martinborough,Laptop,2024-02-13,2023-12-22 19:55:04.032325
user_02877,60.0,27.76,3,1,thompsonbarbara@example.net,Melissa,Vasquez,Other,Canada,Nova Scotia,Lake Michellefort,Desktop,2022-08-03,2024-07-11 15:42:30.342246
user_02878,55.0,35.96,2,0,jilltorres@example.org,William,Rush,Other,Canada,British Columbia,East Catherinefort,Mobile,2023-11-05,2023-11-10 06:06:27.032364
user_02879,24.0,12.09,1,0,joan18@example.com,Carolyn,Terry,Male,Canada,Newfoundland and Labrador,North Jason,Gaming Console,2023-01-31,2024-02-03 06:04:36.996055
user_02880,22.0,8.47,3,1,thomaswatson@example.net,Amanda,Murphy,Female,USA,Pennsylvania,Jasonshire,Tablet,2023-05-14,2023-06-14 11:52:43.231245
user_02881,60.0,13.48,3,0,walkeredward@example.com,Nathan,Jones,Male,USA,Missouri,Longbury,Smart TV,2024-10-11,2024-04-20 19:36:26.235217
user_02882,45.0,6.17,2,0,tammy73@example.org,Kayla,Keller,Female,USA,Virginia,Thompsonview,Desktop,2023-11-25,2023-03-11 18:52:47.851327
user_02883,41.0,1.5,2,0,olsonchad@example.org,Jonathan,Nelson,Female,USA,Missouri,New Carrie,Desktop,2024-06-03,2024-07-24 02:17:26.006402
user_02884,34.0,8.27,1,1,johngonzalez@example.org,Lori,Arnold,Female,USA,Texas,West William,Desktop,2023-03-20,2025-06-27 08:57:45.794844
user_02885,27.0,32.37,2,0,vbailey@example.org,Marvin,Stokes,Female,USA,Texas,Danielsfort,Smart TV,2024-10-13,2022-12-26 21:03:33.060186
user_02886,33.0,4.63,2,0,qmcmahon@example.net,Anthony,Noble,Male,Canada,Saskatchewan,New Regina,Smart TV,2022-10-04,2023-12-24 03:41:47.288756
user_02887,40.0,10.02,2,0,bbates@example.org,Rachel,Powell,Female,USA,New York,Drakeside,Mobile,2025-06-21,2024-09-09 10:03:05.321403
user_02888,38.0,47.52,1,0,patelcarlos@example.net,Michael,Baker,Male,Canada,Ontario,East Antonio,Laptop,2024-08-29,2022-09-19 01:55:53.141177
user_02889,49.0,12.12,2,0,theresataylor@example.org,Jenna,Hernandez,Other,Canada,Saskatchewan,Lopezstad,Tablet,2024-03-02,2024-12-04 15:41:03.867972
user_02889,49.0,12.12,2,0,theresataylor@example.org,Jenna,Hernandez,Other,Canada,Saskatchewan,Lopezstad,Tablet,2024-03-02,2024-12-04 15:41:03.867972
user_02890,34.0,3.64,3,1,fwebster@example.org,Betty,Ross,Female,USA,New York,Whitemouth,Smart TV,2025-02-16,2024-01-06 09:55:44.545994
user_02891,30.0,35.84,2,0,hguerrero@example.com,Alex,Tran,Male,Canada,Nova Scotia,New Deborah,Smart TV,2024-02-28,2022-09-01 16:08:56.684496
user_02893,27.0,7.63,3,0,obrooks@example.com,Jimmy,Randall,Male,USA,Arizona,Lake Bryanfort,Tablet,2023-12-15,2023-01-26 03:44:42.563795
user_02894,45.0,7.43,2,1,monica61@example.com,Joel,Smith,Other,USA,Illinois,East Stevestad,Tablet,2025-02-25,2025-02-11 01:45:45.244118
user_02895,14.0,4.84,3,0,pbenson@example.net,Penny,King,Male,Canada,New Brunswick,Bankstown,Gaming Console,2025-05-17,2023-01-19 20:18:08.485337
user_02896,40.0,13.48,2,1,apeterson@example.org,Richard,Tapia,Male,USA,Indiana,Sarahbury,Laptop,2025-03-06,2023-05-10 17:24:49.643012
user_02897,26.0,40.2,2,0,nmorgan@example.org,Cody,Ramirez,,USA,Wisconsin,New Laurie,Smart TV,2024-07-20,2023-10-17 13:53:36.188435
